target_end_date,target_variable,location,location_name,anomaly
2021-07-02,inc hosp,DK,Denmark,Replaced data source
2021-07-02,inc hosp,ES,Spain,Replaced data source
2021-07-02,inc hosp,FR,France,Replaced data source
2021-07-02,inc hosp,IT,Italy,Replaced data source
2021-07-02,inc hosp,NL,Netherlands,Replaced data source
2021-07-03,inc case,AT,Austria,large data revision
2021-07-03,inc case,BE,Belgium,Replaced data source
2021-07-03,inc case,BG,Bulgaria,Replaced data source
2021-07-03,inc case,CY,Cyprus,Replaced data source
2021-07-03,inc case,CZ,Czechia,Replaced data source
2021-07-03,inc case,DE,Germany,Replaced data source
2021-07-03,inc case,DK,Denmark,Replaced data source
2021-07-03,inc case,EE,Estonia,Replaced data source
2021-07-03,inc case,ES,Spain,Replaced data source
2021-07-03,inc case,FI,Finland,large data revision
2021-07-03,inc case,FR,France,Replaced data source
2021-07-03,inc case,GR,Greece,Replaced data source
2021-07-03,inc case,HR,Croatia,Replaced data source
2021-07-03,inc case,HU,Hungary,Replaced data source
2021-07-03,inc case,IE,Ireland,Replaced data source
2021-07-03,inc case,IS,Iceland,large data revision
2021-07-03,inc case,IT,Italy,Replaced data source
2021-07-03,inc case,LI,Liechtenstein,large data revision
2021-07-03,inc case,LT,Lithuania,Replaced data source
2021-07-03,inc case,LU,Luxembourg,Replaced data source
2021-07-03,inc case,LV,Latvia,Replaced data source
2021-07-03,inc case,MT,Malta,Replaced data source
2021-07-03,inc case,NL,Netherlands,large data revision
2021-07-03,inc case,NO,Norway,Replaced data source
2021-07-03,inc case,PL,Poland,Replaced data source
2021-07-03,inc case,PT,Portugal,Replaced data source
2021-07-03,inc case,RO,Romania,Replaced data source
2021-07-03,inc case,SE,Sweden,Replaced data source
2021-07-03,inc case,SI,Slovenia,Replaced data source
2021-07-03,inc case,SK,Slovakia,large data revision
2021-07-03,inc death,AT,Austria,large data revision
2021-07-03,inc death,BE,Belgium,Replaced data source
2021-07-03,inc death,BG,Bulgaria,Replaced data source
2021-07-03,inc death,CH,Switzerland,large data revision
2021-07-03,inc death,CY,Cyprus,Replaced data source
2021-07-03,inc death,CZ,Czechia,Replaced data source
2021-07-03,inc death,DE,Germany,large data revision
2021-07-03,inc death,DK,Denmark,Replaced data source
2021-07-03,inc death,EE,Estonia,Replaced data source
2021-07-03,inc death,ES,Spain,Replaced data source
2021-07-03,inc death,FI,Finland,large data revision
2021-07-03,inc death,FR,France,Replaced data source
2021-07-03,inc death,GB,United Kingdom,large data revision
2021-07-03,inc death,GR,Greece,large data revision
2021-07-03,inc death,HR,Croatia,Replaced data source
2021-07-03,inc death,HU,Hungary,Replaced data source
2021-07-03,inc death,IE,Ireland,Replaced data source
2021-07-03,inc death,IS,Iceland,Replaced data source
2021-07-03,inc death,IT,Italy,Replaced data source
2021-07-03,inc death,LI,Liechtenstein,Replaced data source
2021-07-03,inc death,LT,Lithuania,large data revision
2021-07-03,inc death,LU,Luxembourg,Replaced data source
2021-07-03,inc death,LV,Latvia,Replaced data source
2021-07-03,inc death,MT,Malta,Replaced data source
2021-07-03,inc death,NL,Netherlands,Replaced data source
2021-07-03,inc death,NO,Norway,Replaced data source
2021-07-03,inc death,PL,Poland,Replaced data source
2021-07-03,inc death,PT,Portugal,Replaced data source
2021-07-03,inc death,RO,Romania,Replaced data source
2021-07-03,inc death,SE,Sweden,Replaced data source
2021-07-03,inc death,SI,Slovenia,Replaced data source
2021-07-03,inc death,SK,Slovakia,Replaced data source
2021-07-03,inc hosp,BE,Belgium,Replaced data source
2021-07-03,inc hosp,BG,Bulgaria,Replaced data source
2021-07-03,inc hosp,CH,Switzerland,large data revision
2021-07-03,inc hosp,CY,Cyprus,large data revision
2021-07-03,inc hosp,CZ,Czechia,Replaced data source
2021-07-03,inc hosp,DE,Germany,Replaced data source
2021-07-03,inc hosp,DK,Denmark,large data revision
2021-07-03,inc hosp,EE,Estonia,Replaced data source
2021-07-03,inc hosp,ES,Spain,large data revision
2021-07-03,inc hosp,FR,France,Replaced data source
2021-07-03,inc hosp,GB,United Kingdom,large data revision
2021-07-03,inc hosp,GR,Greece,Replaced data source
2021-07-03,inc hosp,HR,Croatia,large data revision
2021-07-03,inc hosp,IE,Ireland,Replaced data source
2021-07-03,inc hosp,IS,Iceland,large data revision
2021-07-03,inc hosp,IT,Italy,large data revision
2021-07-03,inc hosp,LU,Luxembourg,Replaced data source
2021-07-03,inc hosp,LV,Latvia,Replaced data source
2021-07-03,inc hosp,MT,Malta,Replaced data source
2021-07-03,inc hosp,NL,Netherlands,large data revision
2021-07-03,inc hosp,NO,Norway,large data revision
2021-07-03,inc hosp,PT,Portugal,large data revision
2021-07-03,inc hosp,SI,Slovenia,Replaced data source
2021-07-03,inc hosp,SK,Slovakia,Replaced data source
2021-07-04,inc hosp,BE,Belgium,Replaced data source
2021-07-04,inc hosp,CH,Switzerland,Replaced data source
2021-07-04,inc hosp,CY,Cyprus,Replaced data source
2021-07-04,inc hosp,CZ,Czechia,Replaced data source
2021-07-04,inc hosp,DE,Germany,Replaced data source
2021-07-04,inc hosp,DK,Denmark,Replaced data source
2021-07-04,inc hosp,EE,Estonia,Replaced data source
2021-07-04,inc hosp,ES,Spain,Replaced data source
2021-07-04,inc hosp,FR,France,Replaced data source
2021-07-04,inc hosp,GR,Greece,Replaced data source
2021-07-04,inc hosp,IE,Ireland,Replaced data source
2021-07-04,inc hosp,IS,Iceland,Replaced data source
2021-07-04,inc hosp,IT,Italy,Replaced data source
2021-07-04,inc hosp,LU,Luxembourg,Replaced data source
2021-07-04,inc hosp,LV,Latvia,Replaced data source
2021-07-04,inc hosp,MT,Malta,Replaced data source
2021-07-04,inc hosp,NL,Netherlands,Replaced data source
2021-07-04,inc hosp,SI,Slovenia,Replaced data source
2021-07-04,inc hosp,SK,Slovakia,Replaced data source
2021-07-05,inc hosp,AT,Austria,Replaced data source
2021-07-05,inc hosp,BE,Belgium,Replaced data source
2021-07-05,inc hosp,BG,Bulgaria,Replaced data source
2021-07-05,inc hosp,CH,Switzerland,Replaced data source
2021-07-05,inc hosp,CY,Cyprus,Replaced data source
2021-07-05,inc hosp,CZ,Czechia,Replaced data source
2021-07-05,inc hosp,DE,Germany,Replaced data source
2021-07-05,inc hosp,DK,Denmark,Replaced data source
2021-07-05,inc hosp,EE,Estonia,Replaced data source
2021-07-05,inc hosp,ES,Spain,Replaced data source
2021-07-05,inc hosp,FI,Finland,Replaced data source
2021-07-05,inc hosp,FR,France,Replaced data source
2021-07-05,inc hosp,GB,United Kingdom,Replaced data source
2021-07-05,inc hosp,GR,Greece,Replaced data source
2021-07-05,inc hosp,HR,Croatia,Replaced data source
2021-07-05,inc hosp,HU,Hungary,Replaced data source
2021-07-05,inc hosp,IE,Ireland,Replaced data source
2021-07-05,inc hosp,IS,Iceland,Replaced data source
2021-07-05,inc hosp,IT,Italy,Replaced data source
2021-07-05,inc hosp,LI,Liechtenstein,Replaced data source
2021-07-05,inc hosp,LT,Lithuania,Replaced data source
2021-07-05,inc hosp,LU,Luxembourg,Replaced data source
2021-07-05,inc hosp,LV,Latvia,Replaced data source
2021-07-05,inc hosp,MT,Malta,Replaced data source
2021-07-05,inc hosp,NL,Netherlands,Replaced data source
2021-07-05,inc hosp,NO,Norway,Replaced data source
2021-07-05,inc hosp,PL,Poland,Replaced data source
2021-07-05,inc hosp,PT,Portugal,Replaced data source
2021-07-05,inc hosp,RO,Romania,Replaced data source
2021-07-05,inc hosp,SE,Sweden,Replaced data source
2021-07-05,inc hosp,SI,Slovenia,Replaced data source
2021-07-05,inc hosp,SK,Slovakia,Replaced data source
2021-07-06,inc hosp,BE,Belgium,Replaced data source
2021-07-06,inc hosp,CH,Switzerland,Replaced data source
2021-07-06,inc hosp,CZ,Czechia,Replaced data source
2021-07-06,inc hosp,DE,Germany,Replaced data source
2021-07-06,inc hosp,DK,Denmark,Replaced data source
2021-07-06,inc hosp,ES,Spain,Replaced data source
2021-07-06,inc hosp,FR,France,Replaced data source
2021-07-06,inc hosp,IT,Italy,Replaced data source
2021-07-06,inc hosp,NL,Netherlands,Replaced data source
2021-07-07,inc hosp,BE,Belgium,Replaced data source
2021-07-07,inc hosp,CH,Switzerland,Replaced data source
2021-07-07,inc hosp,CZ,Czechia,Replaced data source
2021-07-07,inc hosp,DE,Germany,Replaced data source
2021-07-07,inc hosp,DK,Denmark,Replaced data source
2021-07-07,inc hosp,ES,Spain,Replaced data source
2021-07-07,inc hosp,FR,France,Replaced data source
2021-07-07,inc hosp,IT,Italy,Replaced data source
2021-07-07,inc hosp,NL,Netherlands,Replaced data source
2021-07-08,inc hosp,BE,Belgium,Replaced data source
2021-07-08,inc hosp,CH,Switzerland,Replaced data source
2021-07-08,inc hosp,CZ,Czechia,Replaced data source
2021-07-08,inc hosp,DE,Germany,Replaced data source
2021-07-08,inc hosp,DK,Denmark,Replaced data source
2021-07-08,inc hosp,ES,Spain,Replaced data source
2021-07-08,inc hosp,FR,France,Replaced data source
2021-07-08,inc hosp,IT,Italy,Replaced data source
2021-07-08,inc hosp,NL,Netherlands,Replaced data source
2021-07-09,inc hosp,BE,Belgium,Replaced data source
2021-07-09,inc hosp,CH,Switzerland,Replaced data source
2021-07-09,inc hosp,CZ,Czechia,Replaced data source
2021-07-09,inc hosp,DE,Germany,Replaced data source
2021-07-09,inc hosp,DK,Denmark,Replaced data source
2021-07-09,inc hosp,ES,Spain,Replaced data source
2021-07-09,inc hosp,FR,France,Replaced data source
2021-07-09,inc hosp,IT,Italy,Replaced data source
2021-07-09,inc hosp,NL,Netherlands,Replaced data source
2021-07-10,inc case,AT,Austria,Replaced data source
2021-07-10,inc case,BE,Belgium,Replaced data source
2021-07-10,inc case,BG,Bulgaria,Replaced data source
2021-07-10,inc case,CY,Cyprus,large data revision
2021-07-10,inc case,CZ,Czechia,Replaced data source
2021-07-10,inc case,DE,Germany,Replaced data source
2021-07-10,inc case,DK,Denmark,Replaced data source
2021-07-10,inc case,EE,Estonia,Replaced data source
2021-07-10,inc case,ES,Spain,Replaced data source
2021-07-10,inc case,FI,Finland,Replaced data source
2021-07-10,inc case,FR,France,Replaced data source
2021-07-10,inc case,GR,Greece,Replaced data source
2021-07-10,inc case,HR,Croatia,Replaced data source
2021-07-10,inc case,HU,Hungary,Replaced data source
2021-07-10,inc case,IE,Ireland,Replaced data source
2021-07-10,inc case,IS,Iceland,large data revision
2021-07-10,inc case,IT,Italy,Replaced data source
2021-07-10,inc case,LI,Liechtenstein,large data revision
2021-07-10,inc case,LT,Lithuania,Replaced data source
2021-07-10,inc case,LU,Luxembourg,Replaced data source
2021-07-10,inc case,LV,Latvia,Replaced data source
2021-07-10,inc case,MT,Malta,Replaced data source
2021-07-10,inc case,NL,Netherlands,large data revision
2021-07-10,inc case,NO,Norway,Replaced data source
2021-07-10,inc case,PL,Poland,Replaced data source
2021-07-10,inc case,PT,Portugal,Replaced data source
2021-07-10,inc case,RO,Romania,Replaced data source
2021-07-10,inc case,SE,Sweden,Replaced data source
2021-07-10,inc case,SI,Slovenia,Replaced data source
2021-07-10,inc case,SK,Slovakia,large data revision
2021-07-10,inc death,AT,Austria,large data revision
2021-07-10,inc death,BE,Belgium,Replaced data source
2021-07-10,inc death,BG,Bulgaria,Replaced data source
2021-07-10,inc death,CH,Switzerland,large data revision
2021-07-10,inc death,CY,Cyprus,Replaced data source
2021-07-10,inc death,CZ,Czechia,Replaced data source
2021-07-10,inc death,DE,Germany,large data revision
2021-07-10,inc death,DK,Denmark,Replaced data source
2021-07-10,inc death,EE,Estonia,Replaced data source
2021-07-10,inc death,ES,Spain,Replaced data source
2021-07-10,inc death,FI,Finland,large data revision
2021-07-10,inc death,FR,France,Replaced data source
2021-07-10,inc death,GB,United Kingdom,large data revision
2021-07-10,inc death,GR,Greece,Replaced data source
2021-07-10,inc death,HR,Croatia,Replaced data source
2021-07-10,inc death,HU,Hungary,Replaced data source
2021-07-10,inc death,IE,Ireland,Replaced data source
2021-07-10,inc death,IS,Iceland,Replaced data source
2021-07-10,inc death,IT,Italy,Replaced data source
2021-07-10,inc death,LI,Liechtenstein,Replaced data source
2021-07-10,inc death,LT,Lithuania,Replaced data source
2021-07-10,inc death,LU,Luxembourg,Replaced data source
2021-07-10,inc death,LV,Latvia,Replaced data source
2021-07-10,inc death,MT,Malta,Replaced data source
2021-07-10,inc death,NL,Netherlands,Replaced data source
2021-07-10,inc death,NO,Norway,Replaced data source
2021-07-10,inc death,PL,Poland,Replaced data source
2021-07-10,inc death,PT,Portugal,Replaced data source
2021-07-10,inc death,RO,Romania,Replaced data source
2021-07-10,inc death,SE,Sweden,Replaced data source
2021-07-10,inc death,SI,Slovenia,Replaced data source
2021-07-10,inc death,SK,Slovakia,Replaced data source
2021-07-10,inc hosp,BE,Belgium,Replaced data source
2021-07-10,inc hosp,BG,Bulgaria,Replaced data source
2021-07-10,inc hosp,CH,Switzerland,large data revision
2021-07-10,inc hosp,CY,Cyprus,large data revision
2021-07-10,inc hosp,CZ,Czechia,Replaced data source
2021-07-10,inc hosp,DE,Germany,Replaced data source
2021-07-10,inc hosp,DK,Denmark,large data revision
2021-07-10,inc hosp,EE,Estonia,Replaced data source
2021-07-10,inc hosp,ES,Spain,large data revision
2021-07-10,inc hosp,FR,France,Replaced data source
2021-07-10,inc hosp,GB,United Kingdom,large data revision
2021-07-10,inc hosp,GR,Greece,Replaced data source
2021-07-10,inc hosp,HR,Croatia,large data revision
2021-07-10,inc hosp,IE,Ireland,Replaced data source
2021-07-10,inc hosp,IS,Iceland,large data revision
2021-07-10,inc hosp,IT,Italy,large data revision
2021-07-10,inc hosp,LU,Luxembourg,Replaced data source
2021-07-10,inc hosp,LV,Latvia,Replaced data source
2021-07-10,inc hosp,MT,Malta,Replaced data source
2021-07-10,inc hosp,NL,Netherlands,large data revision
2021-07-10,inc hosp,NO,Norway,large data revision
2021-07-10,inc hosp,PL,Poland,Replaced data source
2021-07-10,inc hosp,PT,Portugal,large data revision
2021-07-10,inc hosp,SI,Slovenia,Replaced data source
2021-07-10,inc hosp,SK,Slovakia,Replaced data source
2021-07-11,inc hosp,BE,Belgium,Replaced data source
2021-07-11,inc hosp,CH,Switzerland,Replaced data source
2021-07-11,inc hosp,CY,Cyprus,Replaced data source
2021-07-11,inc hosp,CZ,Czechia,Replaced data source
2021-07-11,inc hosp,DE,Germany,Replaced data source
2021-07-11,inc hosp,DK,Denmark,Replaced data source
2021-07-11,inc hosp,EE,Estonia,Replaced data source
2021-07-11,inc hosp,ES,Spain,Replaced data source
2021-07-11,inc hosp,FR,France,Replaced data source
2021-07-11,inc hosp,GR,Greece,Replaced data source
2021-07-11,inc hosp,IE,Ireland,Replaced data source
2021-07-11,inc hosp,IS,Iceland,Replaced data source
2021-07-11,inc hosp,IT,Italy,Replaced data source
2021-07-11,inc hosp,LU,Luxembourg,Replaced data source
2021-07-11,inc hosp,LV,Latvia,Replaced data source
2021-07-11,inc hosp,MT,Malta,Replaced data source
2021-07-11,inc hosp,NL,Netherlands,Replaced data source
2021-07-11,inc hosp,SI,Slovenia,Replaced data source
2021-07-11,inc hosp,SK,Slovakia,Replaced data source
2021-07-12,inc hosp,AT,Austria,Replaced data source
2021-07-12,inc hosp,BE,Belgium,Replaced data source
2021-07-12,inc hosp,BG,Bulgaria,Replaced data source
2021-07-12,inc hosp,CH,Switzerland,Replaced data source
2021-07-12,inc hosp,CY,Cyprus,Replaced data source
2021-07-12,inc hosp,CZ,Czechia,Replaced data source
2021-07-12,inc hosp,DE,Germany,Replaced data source
2021-07-12,inc hosp,DK,Denmark,Replaced data source
2021-07-12,inc hosp,EE,Estonia,Replaced data source
2021-07-12,inc hosp,ES,Spain,Replaced data source
2021-07-12,inc hosp,FI,Finland,Replaced data source
2021-07-12,inc hosp,FR,France,Replaced data source
2021-07-12,inc hosp,GB,United Kingdom,Replaced data source
2021-07-12,inc hosp,GR,Greece,Replaced data source
2021-07-12,inc hosp,HR,Croatia,Replaced data source
2021-07-12,inc hosp,HU,Hungary,Replaced data source
2021-07-12,inc hosp,IE,Ireland,Replaced data source
2021-07-12,inc hosp,IS,Iceland,Replaced data source
2021-07-12,inc hosp,IT,Italy,Replaced data source
2021-07-12,inc hosp,LI,Liechtenstein,Replaced data source
2021-07-12,inc hosp,LT,Lithuania,Replaced data source
2021-07-12,inc hosp,LU,Luxembourg,Replaced data source
2021-07-12,inc hosp,LV,Latvia,Replaced data source
2021-07-12,inc hosp,MT,Malta,Replaced data source
2021-07-12,inc hosp,NL,Netherlands,Replaced data source
2021-07-12,inc hosp,NO,Norway,Replaced data source
2021-07-12,inc hosp,PL,Poland,Replaced data source
2021-07-12,inc hosp,PT,Portugal,Replaced data source
2021-07-12,inc hosp,RO,Romania,Replaced data source
2021-07-12,inc hosp,SE,Sweden,Replaced data source
2021-07-12,inc hosp,SI,Slovenia,Replaced data source
2021-07-12,inc hosp,SK,Slovakia,Replaced data source
2021-07-13,inc hosp,BE,Belgium,Replaced data source
2021-07-13,inc hosp,CH,Switzerland,Replaced data source
2021-07-13,inc hosp,CZ,Czechia,Replaced data source
2021-07-13,inc hosp,DE,Germany,Replaced data source
2021-07-13,inc hosp,DK,Denmark,Replaced data source
2021-07-13,inc hosp,ES,Spain,Replaced data source
2021-07-13,inc hosp,FR,France,Replaced data source
2021-07-13,inc hosp,IT,Italy,Replaced data source
2021-07-13,inc hosp,NL,Netherlands,Replaced data source
2021-07-14,inc hosp,BE,Belgium,Replaced data source
2021-07-14,inc hosp,CH,Switzerland,Replaced data source
2021-07-14,inc hosp,CZ,Czechia,Replaced data source
2021-07-14,inc hosp,DE,Germany,Replaced data source
2021-07-14,inc hosp,DK,Denmark,Replaced data source
2021-07-14,inc hosp,ES,Spain,Replaced data source
2021-07-14,inc hosp,FR,France,Replaced data source
2021-07-14,inc hosp,IT,Italy,Replaced data source
2021-07-14,inc hosp,NL,Netherlands,Replaced data source
2021-07-15,inc hosp,BE,Belgium,Replaced data source
2021-07-15,inc hosp,CH,Switzerland,Replaced data source
2021-07-15,inc hosp,CZ,Czechia,Replaced data source
2021-07-15,inc hosp,DE,Germany,Replaced data source
2021-07-15,inc hosp,DK,Denmark,Replaced data source
2021-07-15,inc hosp,ES,Spain,Replaced data source
2021-07-15,inc hosp,FR,France,Replaced data source
2021-07-15,inc hosp,IT,Italy,Replaced data source
