forecast_date,target,target_end_date,location,quantile,value,type
2021-08-16,1 wk ahead inc case,2021-08-21,DE,0.01,35809,quantile
2021-08-16,2 wk ahead inc case,2021-08-28,DE,0.01,44166,quantile
2021-08-16,3 wk ahead inc case,2021-09-04,DE,0.01,53812,quantile
2021-08-16,4 wk ahead inc case,2021-09-11,DE,0.01,64816,quantile
2021-08-16,1 wk ahead inc case,2021-08-21,DE,0.025,35905,quantile
2021-08-16,2 wk ahead inc case,2021-08-28,DE,0.025,44380,quantile
2021-08-16,3 wk ahead inc case,2021-09-04,DE,0.025,54183,quantile
2021-08-16,4 wk ahead inc case,2021-09-11,DE,0.025,65389,quantile
2021-08-16,1 wk ahead inc case,2021-08-21,DE,0.05,36037,quantile
2021-08-16,2 wk ahead inc case,2021-08-28,DE,0.05,44673,quantile
2021-08-16,3 wk ahead inc case,2021-09-04,DE,0.05,54692,quantile
2021-08-16,4 wk ahead inc case,2021-09-11,DE,0.05,66178,quantile
2021-08-16,1 wk ahead inc case,2021-08-21,DE,0.1,36396,quantile
2021-08-16,2 wk ahead inc case,2021-08-28,DE,0.1,45472,quantile
2021-08-16,3 wk ahead inc case,2021-09-04,DE,0.1,56088,quantile
2021-08-16,4 wk ahead inc case,2021-09-11,DE,0.1,68352,quantile
2021-08-16,1 wk ahead inc case,2021-08-21,DE,0.15,36594,quantile
2021-08-16,2 wk ahead inc case,2021-08-28,DE,0.15,45918,quantile
2021-08-16,3 wk ahead inc case,2021-09-04,DE,0.15,56875,quantile
2021-08-16,4 wk ahead inc case,2021-09-11,DE,0.15,69589,quantile
2021-08-16,1 wk ahead inc case,2021-08-21,DE,0.2,36824,quantile
2021-08-16,2 wk ahead inc case,2021-08-28,DE,0.2,46440,quantile
2021-08-16,3 wk ahead inc case,2021-09-04,DE,0.2,57803,quantile
2021-08-16,4 wk ahead inc case,2021-09-11,DE,0.2,71059,quantile
2021-08-16,1 wk ahead inc case,2021-08-21,DE,0.25,36927,quantile
2021-08-16,2 wk ahead inc case,2021-08-28,DE,0.25,46675,quantile
2021-08-16,3 wk ahead inc case,2021-09-04,DE,0.25,58220,quantile
2021-08-16,4 wk ahead inc case,2021-09-11,DE,0.25,71720,quantile
2021-08-16,1 wk ahead inc case,2021-08-21,DE,0.3,36996,quantile
2021-08-16,2 wk ahead inc case,2021-08-28,DE,0.3,46832,quantile
2021-08-16,3 wk ahead inc case,2021-09-04,DE,0.3,58500,quantile
2021-08-16,4 wk ahead inc case,2021-09-11,DE,0.3,72164,quantile
2021-08-16,1 wk ahead inc case,2021-08-21,DE,0.35,37046,quantile
2021-08-16,2 wk ahead inc case,2021-08-28,DE,0.35,46945,quantile
