model,target_variable,location,weight
CovidMetrics-epiBATS,inc case,DE,0.5
epiforecasts-arimareg,inc hosp,DK,0.3333333333333333
epiforecasts-arimareg,inc hosp,FR,0.2
epiforecasts-caseconv,inc hosp,BE,0.5
epiforecasts-caseconv,inc hosp,DK,0.3333333333333333
epiforecasts-caseconv,inc hosp,FR,0.2
epiforecasts-caseconv,inc hosp,SI,0.5
epiforecasts-tsensemble,inc hosp,FR,0.2
HZI-AgeExtendedSEIR,inc death,DE,0.3333333333333333
IEM_Health-CovidProject,inc case,AT,0.25
IEM_Health-CovidProject,inc case,BE,1
IEM_Health-CovidProject,inc case,CZ,0.25
IEM_Health-CovidProject,inc case,EE,1
IEM_Health-CovidProject,inc case,HR,0.3333333333333333
IEM_Health-CovidProject,inc case,LI,0.5
IEM_Health-CovidProject,inc case,LT,0.3333333333333333
IEM_Health-CovidProject,inc death,BE,0.25
IEM_Health-CovidProject,inc death,CZ,0.16666666666666666
IEM_Health-CovidProject,inc death,GR,0.5
IEM_Health-CovidProject,inc death,HU,0.2
IEM_Health-CovidProject,inc death,LT,0.3333333333333333
IEM_Health-CovidProject,inc death,PL,0.125
IEM_Health-CovidProject,inc death,PT,0.2
ILM-EKF,inc case,AT,0.25
ILM-EKF,inc case,CZ,0.25
ILM-EKF,inc case,HU,0.5
ILM-EKF,inc case,PL,0.16666666666666666
ILM-EKF,inc death,AT,0.3333333333333333
ILM-EKF,inc death,CZ,0.16666666666666666
ILM-EKF,inc death,FR,0.2
ILM-EKF,inc death,HR,0.25
ILM-EKF,inc death,HU,0.2
ILM-EKF,inc death,IT,0.16666666666666666
ILM-EKF,inc death,LV,0.2
ILM-EKF,inc death,PL,0.125
ILM-EKF,inc death,PT,0.2
ILM-EKF,inc death,SK,0.3333333333333333
itwm-dSEIR,inc death,DE,0.3333333333333333
ITWW-county_repro,inc death,DE,0.3333333333333333
Karlen-pypm,inc case,CZ,0.25
Karlen-pypm,inc case,PL,0.16666666666666666
Karlen-pypm,inc death,AT,0.3333333333333333
Karlen-pypm,inc death,BE,0.25
Karlen-pypm,inc death,BG,1
Karlen-pypm,inc death,CZ,0.16666666666666666
Karlen-pypm,inc death,EE,0.5
Karlen-pypm,inc death,ES,0.25
Karlen-pypm,inc death,FR,0.2
Karlen-pypm,inc death,GB,0.3333333333333333
Karlen-pypm,inc death,HR,0.25
Karlen-pypm,inc death,HU,0.2
Karlen-pypm,inc death,IT,0.16666666666666666
Karlen-pypm,inc death,LV,0.2
Karlen-pypm,inc death,PL,0.125
Karlen-pypm,inc death,PT,0.2
Karlen-pypm,inc death,SI,1
Karlen-pypm,inc death,SK,0.3333333333333333
Karlen-pypm,inc hosp,FR,0.2
MIT_CovidAnalytics-DELPHI,inc death,PL,0.125
MOCOS-agent1,inc case,PL,0.16666666666666666
MOCOS-agent1,inc death,PL,0.125
MUNI-ARIMA,inc case,AT,0.25
MUNI-ARIMA,inc case,BG,1
MUNI-ARIMA,inc case,CZ,0.25
MUNI-ARIMA,inc case,DE,0.5
MUNI-ARIMA,inc case,GR,1
MUNI-ARIMA,inc case,HR,0.3333333333333333
MUNI-ARIMA,inc case,IE,1
MUNI-ARIMA,inc case,LI,0.5
MUNI-ARIMA,inc case,LT,0.3333333333333333
MUNI-ARIMA,inc case,NO,1
MUNI-ARIMA,inc case,PL,0.16666666666666666
MUNI-ARIMA,inc case,RO,0.3333333333333333
MUNI-ARIMA,inc case,SI,1
MUNI-ARIMA,inc death,AT,0.3333333333333333
MUNI-ARIMA,inc death,BE,0.25
MUNI-ARIMA,inc death,CZ,0.16666666666666666
MUNI-ARIMA,inc death,ES,0.25
MUNI-ARIMA,inc death,FR,0.2
MUNI-ARIMA,inc death,GR,0.5
MUNI-ARIMA,inc death,HR,0.25
MUNI-ARIMA,inc death,HU,0.2
MUNI-ARIMA,inc death,IE,0.5
MUNI-ARIMA,inc death,IT,0.16666666666666666
MUNI-ARIMA,inc death,LT,0.3333333333333333
MUNI-ARIMA,inc death,LV,0.2
MUNI-ARIMA,inc death,NL,1
MUNI-ARIMA,inc death,PL,0.125
MUNI-ARIMA,inc death,RO,0.5
MUNI-ARIMA,inc death,SE,0.5
MUNI-ARIMA,inc death,SK,0.3333333333333333
MUNI-ARIMA,inc hosp,BE,0.5
MUNI-ARIMA,inc hosp,DK,0.3333333333333333
MUNI-ARIMA,inc hosp,EE,1
MUNI-ARIMA,inc hosp,FR,0.2
MUNI-ARIMA,inc hosp,HR,1
MUNI-ARIMA,inc hosp,NO,1
MUNI-ARIMA,inc hosp,SI,0.5
PL_GRedlarski-DistrictsSum,inc case,PL,0.16666666666666666
RobertWalraven-ESG,inc case,RO,0.3333333333333333
RobertWalraven-ESG,inc death,CH,1
RobertWalraven-ESG,inc death,ES,0.25
RobertWalraven-ESG,inc death,FR,0.2
RobertWalraven-ESG,inc death,GB,0.3333333333333333
RobertWalraven-ESG,inc death,IE,0.5
RobertWalraven-ESG,inc death,IT,0.16666666666666666
RobertWalraven-ESG,inc death,LI,1
RobertWalraven-ESG,inc death,PT,0.2
UMass-MechBayes,inc death,CZ,0.16666666666666666
UMass-MechBayes,inc death,EE,0.5
UMass-MechBayes,inc death,FR,0.2
UMass-MechBayes,inc death,HR,0.25
