location,target,type,quantile,target_end_date,forecast_date,value
GB,4 wk ahead inc death,quantile,0.05,2021-07-31,2021-07-05,608
GB,4 wk ahead inc death,quantile,0.1,2021-07-31,2021-07-05,668
GB,4 wk ahead inc death,quantile,0.15,2021-07-31,2021-07-05,710
GB,4 wk ahead inc death,quantile,0.2,2021-07-31,2021-07-05,744
GB,4 wk ahead inc death,quantile,0.25,2021-07-31,2021-07-05,772
GB,4 wk ahead inc death,quantile,0.3,2021-07-31,2021-07-05,810
GB,4 wk ahead inc death,quantile,0.35,2021-07-31,2021-07-05,840
GB,4 wk ahead inc death,quantile,0.4,2021-07-31,2021-07-05,865
GB,4 wk ahead inc death,quantile,0.45,2021-07-31,2021-07-05,894
GB,4 wk ahead inc death,quantile,0.5,2021-07-31,2021-07-05,923
GB,4 wk ahead inc death,quantile,0.55,2021-07-31,2021-07-05,958
GB,4 wk ahead inc death,quantile,0.6,2021-07-31,2021-07-05,992
GB,4 wk ahead inc death,quantile,0.65,2021-07-31,2021-07-05,1028
GB,4 wk ahead inc death,quantile,0.7,2021-07-31,2021-07-05,1067
GB,4 wk ahead inc death,quantile,0.75,2021-07-31,2021-07-05,1107
GB,4 wk ahead inc death,quantile,0.8,2021-07-31,2021-07-05,1157
GB,4 wk ahead inc death,quantile,0.85,2021-07-31,2021-07-05,1220
GB,4 wk ahead inc death,quantile,0.9,2021-07-31,2021-07-05,1301
GB,4 wk ahead inc death,quantile,0.95,2021-07-31,2021-07-05,1426
GB,4 wk ahead inc death,quantile,0.975,2021-07-31,2021-07-05,1604
GB,4 wk ahead inc death,quantile,0.99,2021-07-31,2021-07-05,1776
PL,1 wk ahead inc case,point,NA,2021-07-10,2021-07-05,548
PL,1 wk ahead inc case,quantile,0.01,2021-07-10,2021-07-05,379
PL,1 wk ahead inc case,quantile,0.025,2021-07-10,2021-07-05,395
PL,1 wk ahead inc case,quantile,0.05,2021-07-10,2021-07-05,407
PL,1 wk ahead inc case,quantile,0.1,2021-07-10,2021-07-05,437
PL,1 wk ahead inc case,quantile,0.15,2021-07-10,2021-07-05,458
PL,1 wk ahead inc case,quantile,0.2,2021-07-10,2021-07-05,475
PL,1 wk ahead inc case,quantile,0.25,2021-07-10,2021-07-05,491
PL,1 wk ahead inc case,quantile,0.3,2021-07-10,2021-07-05,503
PL,1 wk ahead inc case,quantile,0.35,2021-07-10,2021-07-05,515
PL,1 wk ahead inc case,quantile,0.4,2021-07-10,2021-07-05,528
PL,1 wk ahead inc case,quantile,0.45,2021-07-10,2021-07-05,537
PL,1 wk ahead inc case,quantile,0.5,2021-07-10,2021-07-05,548
PL,1 wk ahead inc case,quantile,0.55,2021-07-10,2021-07-05,564
PL,1 wk ahead inc case,quantile,0.6,2021-07-10,2021-07-05,576
PL,1 wk ahead inc case,quantile,0.65,2021-07-10,2021-07-05,584
PL,1 wk ahead inc case,quantile,0.7,2021-07-10,2021-07-05,596
PL,1 wk ahead inc case,quantile,0.75,2021-07-10,2021-07-05,613
PL,1 wk ahead inc case,quantile,0.8,2021-07-10,2021-07-05,628
PL,1 wk ahead inc case,quantile,0.85,2021-07-10,2021-07-05,650
PL,1 wk ahead inc case,quantile,0.9,2021-07-10,2021-07-05,675
PL,1 wk ahead inc case,quantile,0.95,2021-07-10,2021-07-05,715
PL,1 wk ahead inc case,quantile,0.975,2021-07-10,2021-07-05,747
PL,1 wk ahead inc case,quantile,0.99,2021-07-10,2021-07-05,786
PL,1 wk ahead inc death,point,NA,2021-07-10,2021-07-05,55
PL,1 wk ahead inc death,quantile,0.01,2021-07-10,2021-07-05,27
PL,1 wk ahead inc death,quantile,0.025,2021-07-10,2021-07-05,31
PL,1 wk ahead inc death,quantile,0.05,2021-07-10,2021-07-05,35
PL,1 wk ahead inc death,quantile,0.1,2021-07-10,2021-07-05,39
PL,1 wk ahead inc death,quantile,0.15,2021-07-10,2021-07-05,41
PL,1 wk ahead inc death,quantile,0.2,2021-07-10,2021-07-05,44
PL,1 wk ahead inc death,quantile,0.25,2021-07-10,2021-07-05,46
PL,1 wk ahead inc death,quantile,0.3,2021-07-10,2021-07-05,47
PL,1 wk ahead inc death,quantile,0.35,2021-07-10,2021-07-05,49
PL,1 wk ahead inc death,quantile,0.4,2021-07-10,2021-07-05,52
PL,1 wk ahead inc death,quantile,0.45,2021-07-10,2021-07-05,53
PL,1 wk ahead inc death,quantile,0.5,2021-07-10,2021-07-05,55
PL,1 wk ahead inc death,quantile,0.55,2021-07-10,2021-07-05,56
PL,1 wk ahead inc death,quantile,0.6,2021-07-10,2021-07-05,58
PL,1 wk ahead inc death,quantile,0.65,2021-07-10,2021-07-05,60
PL,1 wk ahead inc death,quantile,0.7,2021-07-10,2021-07-05,62
PL,1 wk ahead inc death,quantile,0.75,2021-07-10,2021-07-05,64
PL,1 wk ahead inc death,quantile,0.8,2021-07-10,2021-07-05,67
PL,1 wk ahead inc death,quantile,0.85,2021-07-10,2021-07-05,70
PL,1 wk ahead inc death,quantile,0.9,2021-07-10,2021-07-05,75
PL,1 wk ahead inc death,quantile,0.95,2021-07-10,2021-07-05,81
PL,1 wk ahead inc death,quantile,0.975,2021-07-10,2021-07-05,85
PL,1 wk ahead inc death,quantile,0.99,2021-07-10,2021-07-05,94
PL,2 wk ahead inc case,point,NA,2021-07-17,2021-07-05,563
PL,2 wk ahead inc case,quantile,0.01,2021-07-17,2021-07-05,293
PL,2 wk ahead inc case,quantile,0.025,2021-07-17,2021-07-05,328
PL,2 wk ahead inc case,quantile,0.05,2021-07-17,2021-07-05,349
PL,2 wk ahead inc case,quantile,0.1,2021-07-17,2021-07-05,387
PL,2 wk ahead inc case,quantile,0.15,2021-07-17,2021-07-05,423
PL,2 wk ahead inc case,quantile,0.2,2021-07-17,2021-07-05,449
PL,2 wk ahead inc case,quantile,0.25,2021-07-17,2021-07-05,468
PL,2 wk ahead inc case,quantile,0.3,2021-07-17,2021-07-05,492
PL,2 wk ahead inc case,quantile,0.35,2021-07-17,2021-07-05,509
PL,2 wk ahead inc case,quantile,0.4,2021-07-17,2021-07-05,530
PL,2 wk ahead inc case,quantile,0.45,2021-07-17,2021-07-05,546
PL,2 wk ahead inc case,quantile,0.5,2021-07-17,2021-07-05,563
PL,2 wk ahead inc case,quantile,0.55,2021-07-17,2021-07-05,580
PL,2 wk ahead inc case,quantile,0.6,2021-07-17,2021-07-05,604
PL,2 wk ahead inc case,quantile,0.65,2021-07-17,2021-07-05,622
PL,2 wk ahead inc case,quantile,0.7,2021-07-17,2021-07-05,649
PL,2 wk ahead inc case,quantile,0.75,2021-07-17,2021-07-05,677
PL,2 wk ahead inc case,quantile,0.8,2021-07-17,2021-07-05,715
PL,2 wk ahead inc case,quantile,0.85,2021-07-17,2021-07-05,757
PL,2 wk ahead inc case,quantile,0.9,2021-07-17,2021-07-05,812
PL,2 wk ahead inc case,quantile,0.95,2021-07-17,2021-07-05,905
PL,2 wk ahead inc case,quantile,0.975,2021-07-17,2021-07-05,977
PL,2 wk ahead inc case,quantile,0.99,2021-07-17,2021-07-05,1070
PL,2 wk ahead inc death,point,NA,2021-07-17,2021-07-05,38
PL,2 wk ahead inc death,quantile,0.01,2021-07-17,2021-07-05,19
PL,2 wk ahead inc death,quantile,0.025,2021-07-17,2021-07-05,20
PL,2 wk ahead inc death,quantile,0.05,2021-07-17,2021-07-05,23
PL,2 wk ahead inc death,quantile,0.1,2021-07-17,2021-07-05,26
PL,2 wk ahead inc death,quantile,0.15,2021-07-17,2021-07-05,28
PL,2 wk ahead inc death,quantile,0.2,2021-07-17,2021-07-05,30
PL,2 wk ahead inc death,quantile,0.25,2021-07-17,2021-07-05,32
PL,2 wk ahead inc death,quantile,0.3,2021-07-17,2021-07-05,33
PL,2 wk ahead inc death,quantile,0.35,2021-07-17,2021-07-05,34
PL,2 wk ahead inc death,quantile,0.4,2021-07-17,2021-07-05,36
PL,2 wk ahead inc death,quantile,0.45,2021-07-17,2021-07-05,37
PL,2 wk ahead inc death,quantile,0.5,2021-07-17,2021-07-05,38
PL,2 wk ahead inc death,quantile,0.55,2021-07-17,2021-07-05,39
PL,2 wk ahead inc death,quantile,0.6,2021-07-17,2021-07-05,41
PL,2 wk ahead inc death,quantile,0.65,2021-07-17,2021-07-05,42
PL,2 wk ahead inc death,quantile,0.7,2021-07-17,2021-07-05,44
PL,2 wk ahead inc death,quantile,0.75,2021-07-17,2021-07-05,45
PL,2 wk ahead inc death,quantile,0.8,2021-07-17,2021-07-05,47
PL,2 wk ahead inc death,quantile,0.85,2021-07-17,2021-07-05,49
PL,2 wk ahead inc death,quantile,0.9,2021-07-17,2021-07-05,52
PL,2 wk ahead inc death,quantile,0.95,2021-07-17,2021-07-05,56
PL,2 wk ahead inc death,quantile,0.975,2021-07-17,2021-07-05,60
PL,2 wk ahead inc death,quantile,0.99,2021-07-17,2021-07-05,65
PL,3 wk ahead inc case,point,NA,2021-07-24,2021-07-05,693
PL,3 wk ahead inc case,quantile,0.01,2021-07-24,2021-07-05,243
PL,3 wk ahead inc case,quantile,0.025,2021-07-24,2021-07-05,291
PL,3 wk ahead inc case,quantile,0.05,2021-07-24,2021-07-05,327
PL,3 wk ahead inc case,quantile,0.1,2021-07-24,2021-07-05,394
PL,3 wk ahead inc case,quantile,0.15,2021-07-24,2021-07-05,438
PL,3 wk ahead inc case,quantile,0.2,2021-07-24,2021-07-05,483
PL,3 wk ahead inc case,quantile,0.25,2021-07-24,2021-07-05,513
PL,3 wk ahead inc case,quantile,0.3,2021-07-24,2021-07-05,544
PL,3 wk ahead inc case,quantile,0.35,2021-07-24,2021-07-05,585
PL,3 wk ahead inc case,quantile,0.4,2021-07-24,2021-07-05,623
PL,3 wk ahead inc case,quantile,0.45,2021-07-24,2021-07-05,668
PL,3 wk ahead inc case,quantile,0.5,2021-07-24,2021-07-05,693
PL,3 wk ahead inc case,quantile,0.55,2021-07-24,2021-07-05,736
PL,3 wk ahead inc case,quantile,0.6,2021-07-24,2021-07-05,783
PL,3 wk ahead inc case,quantile,0.65,2021-07-24,2021-07-05,836
PL,3 wk ahead inc case,quantile,0.7,2021-07-24,2021-07-05,884
PL,3 wk ahead inc case,quantile,0.75,2021-07-24,2021-07-05,929
PL,3 wk ahead inc case,quantile,0.8,2021-07-24,2021-07-05,977
PL,3 wk ahead inc case,quantile,0.85,2021-07-24,2021-07-05,1070
PL,3 wk ahead inc case,quantile,0.9,2021-07-24,2021-07-05,1188
PL,3 wk ahead inc case,quantile,0.95,2021-07-24,2021-07-05,1371
PL,3 wk ahead inc case,quantile,0.975,2021-07-24,2021-07-05,1569
PL,3 wk ahead inc case,quantile,0.99,2021-07-24,2021-07-05,1845
PL,3 wk ahead inc death,point,NA,2021-07-24,2021-07-05,31
PL,3 wk ahead inc death,quantile,0.01,2021-07-24,2021-07-05,13
PL,3 wk ahead inc death,quantile,0.025,2021-07-24,2021-07-05,15
PL,3 wk ahead inc death,quantile,0.05,2021-07-24,2021-07-05,17
PL,3 wk ahead inc death,quantile,0.1,2021-07-24,2021-07-05,20
PL,3 wk ahead inc death,quantile,0.15,2021-07-24,2021-07-05,21
PL,3 wk ahead inc death,quantile,0.2,2021-07-24,2021-07-05,23
PL,3 wk ahead inc death,quantile,0.25,2021-07-24,2021-07-05,25
PL,3 wk ahead inc death,quantile,0.3,2021-07-24,2021-07-05,26
PL,3 wk ahead inc death,quantile,0.35,2021-07-24,2021-07-05,27
PL,3 wk ahead inc death,quantile,0.4,2021-07-24,2021-07-05,28
PL,3 wk ahead inc death,quantile,0.45,2021-07-24,2021-07-05,30
PL,3 wk ahead inc death,quantile,0.5,2021-07-24,2021-07-05,31
PL,3 wk ahead inc death,quantile,0.55,2021-07-24,2021-07-05,33
PL,3 wk ahead inc death,quantile,0.6,2021-07-24,2021-07-05,35
PL,3 wk ahead inc death,quantile,0.65,2021-07-24,2021-07-05,36
PL,3 wk ahead inc death,quantile,0.7,2021-07-24,2021-07-05,38
PL,3 wk ahead inc death,quantile,0.75,2021-07-24,2021-07-05,39
PL,3 wk ahead inc death,quantile,0.8,2021-07-24,2021-07-05,41
PL,3 wk ahead inc death,quantile,0.85,2021-07-24,2021-07-05,44
PL,3 wk ahead inc death,quantile,0.9,2021-07-24,2021-07-05,47
PL,3 wk ahead inc death,quantile,0.95,2021-07-24,2021-07-05,52
PL,3 wk ahead inc death,quantile,0.975,2021-07-24,2021-07-05,58
PL,3 wk ahead inc death,quantile,0.99,2021-07-24,2021-07-05,66
PL,4 wk ahead inc case,point,NA,2021-07-31,2021-07-05,964
PL,4 wk ahead inc case,quantile,0.01,2021-07-31,2021-07-05,221
PL,4 wk ahead inc case,quantile,0.025,2021-07-31,2021-07-05,277
PL,4 wk ahead inc case,quantile,0.05,2021-07-31,2021-07-05,335
PL,4 wk ahead inc case,quantile,0.1,2021-07-31,2021-07-05,419
PL,4 wk ahead inc case,quantile,0.15,2021-07-31,2021-07-05,507
PL,4 wk ahead inc case,quantile,0.2,2021-07-31,2021-07-05,573
PL,4 wk ahead inc case,quantile,0.25,2021-07-31,2021-07-05,640
PL,4 wk ahead inc case,quantile,0.3,2021-07-31,2021-07-05,712
PL,4 wk ahead inc case,quantile,0.35,2021-07-31,2021-07-05,775
PL,4 wk ahead inc case,quantile,0.4,2021-07-31,2021-07-05,836
PL,4 wk ahead inc case,quantile,0.45,2021-07-31,2021-07-05,886
PL,4 wk ahead inc case,quantile,0.5,2021-07-31,2021-07-05,964
PL,4 wk ahead inc case,quantile,0.55,2021-07-31,2021-07-05,1054
PL,4 wk ahead inc case,quantile,0.6,2021-07-31,2021-07-05,1142
PL,4 wk ahead inc case,quantile,0.65,2021-07-31,2021-07-05,1226
PL,4 wk ahead inc case,quantile,0.7,2021-07-31,2021-07-05,1334
PL,4 wk ahead inc case,quantile,0.75,2021-07-31,2021-07-05,1478
PL,4 wk ahead inc case,quantile,0.8,2021-07-31,2021-07-05,1625
PL,4 wk ahead inc case,quantile,0.85,2021-07-31,2021-07-05,1802
PL,4 wk ahead inc case,quantile,0.9,2021-07-31,2021-07-05,2115
PL,4 wk ahead inc case,quantile,0.95,2021-07-31,2021-07-05,2518
PL,4 wk ahead inc case,quantile,0.975,2021-07-31,2021-07-05,2977
PL,4 wk ahead inc case,quantile,0.99,2021-07-31,2021-07-05,3888
PL,4 wk ahead inc death,point,NA,2021-07-31,2021-07-05,32
PL,4 wk ahead inc death,quantile,0.01,2021-07-31,2021-07-05,10
PL,4 wk ahead inc death,quantile,0.025,2021-07-31,2021-07-05,13
PL,4 wk ahead inc death,quantile,0.05,2021-07-31,2021-07-05,14
PL,4 wk ahead inc death,quantile,0.1,2021-07-31,2021-07-05,17
PL,4 wk ahead inc death,quantile,0.15,2021-07-31,2021-07-05,19
PL,4 wk ahead inc death,quantile,0.2,2021-07-31,2021-07-05,22
PL,4 wk ahead inc death,quantile,0.25,2021-07-31,2021-07-05,23
PL,4 wk ahead inc death,quantile,0.3,2021-07-31,2021-07-05,25
PL,4 wk ahead inc death,quantile,0.35,2021-07-31,2021-07-05,26
PL,4 wk ahead inc death,quantile,0.4,2021-07-31,2021-07-05,28
PL,4 wk ahead inc death,quantile,0.45,2021-07-31,2021-07-05,30
PL,4 wk ahead inc death,quantile,0.5,2021-07-31,2021-07-05,32
PL,4 wk ahead inc death,quantile,0.55,2021-07-31,2021-07-05,33
PL,4 wk ahead inc death,quantile,0.6,2021-07-31,2021-07-05,35
PL,4 wk ahead inc death,quantile,0.65,2021-07-31,2021-07-05,37
PL,4 wk ahead inc death,quantile,0.7,2021-07-31,2021-07-05,39
PL,4 wk ahead inc death,quantile,0.75,2021-07-31,2021-07-05,42
PL,4 wk ahead inc death,quantile,0.8,2021-07-31,2021-07-05,45
PL,4 wk ahead inc death,quantile,0.85,2021-07-31,2021-07-05,49
PL,4 wk ahead inc death,quantile,0.9,2021-07-31,2021-07-05,56
PL,4 wk ahead inc death,quantile,0.95,2021-07-31,2021-07-05,66
PL,4 wk ahead inc death,quantile,0.975,2021-07-31,2021-07-05,80
PL,4 wk ahead inc death,quantile,0.99,2021-07-31,2021-07-05,103
