weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc,location_name
52,EuroCOVIDhub-baseline,inc hosp,1,DK,1,1,1,0.2,1,-0.72,5,1,Denmark
52,EuroCOVIDhub-ensemble,inc hosp,1,DK,0.97,1.01,1.01,0,0.75,-0.82,4,1,Denmark
52,EuroCOVIDhub-baseline,inc hosp,1,EE,1,1,1,0.8,1,-0.18,5,1,Estonia
52,EuroCOVIDhub-ensemble,inc hosp,1,EE,1.02,0.89,0.86,0.5,1,-0.2,4,1,Estonia
52,MUNI-ARIMA,inc hosp,1,EE,0.82,0.82,0.86,1,1,-0.16,5,1,Estonia
52,epiforecasts-tsensemble,inc hosp,1,EE,0.87,0.78,0.76,0.5,1,-0.15,4,1,Estonia
52,EuroCOVIDhub-baseline,inc hosp,2,EE,1,1,1,0.75,1,-0.12,4,1,Estonia
52,MUNI-ARIMA,inc hosp,2,EE,0.84,0.84,0.84,1,1,-0.15,4,1,Estonia
52,EuroCOVIDhub-baseline,inc hosp,1,ES,1,1,1,1,1,-0.24,5,1,Spain
52,EuroCOVIDhub-ensemble,inc hosp,1,ES,1.02,0.78,0.78,0.75,1,-0.38,4,1,Spain
52,EuroCOVIDhub-baseline,inc hosp,1,GR,1,1,1,1,1,0.12,5,1,Greece
52,EuroCOVIDhub-ensemble,inc hosp,1,GR,1.14,0.82,0.86,0.75,1,0.42,4,1,Greece
52,MUNI-ARIMA,inc hosp,1,GR,4.17,3.33,3,0.2,0.4,0.76,5,1,Greece
52,epiforecasts-tsensemble,inc hosp,1,GR,1.31,0.76,0.8,0.5,1,0.55,4,1,Greece
52,EuroCOVIDhub-baseline,inc hosp,2,GR,1,1,1,1,1,0.3,4,1,Greece
52,MUNI-ARIMA,inc hosp,2,GR,3.55,2.5,2.5,0,0.75,0.85,4,1,Greece
52,EuroCOVIDhub-baseline,inc hosp,1,IE,1,1,1,0.4,1,-0.46,5,1,Ireland
52,EuroCOVIDhub-ensemble,inc hosp,1,IE,1.09,1.15,1.11,0.25,1,-0.7,4,1,Ireland
52,MUNI-ARIMA,inc hosp,1,IE,0.82,0.79,0.86,0.2,1,-0.32,5,1,Ireland
52,epiforecasts-tsensemble,inc hosp,1,IE,1.06,1.27,1.22,0.25,0.25,-0.78,4,1,Ireland
52,EuroCOVIDhub-baseline,inc hosp,2,IE,1,1,1,0.25,1,-0.52,4,1,Ireland
52,MUNI-ARIMA,inc hosp,2,IE,0.8,0.77,0.77,0.25,1,-0.23,4,1,Ireland
52,EuroCOVIDhub-baseline,inc hosp,1,IT,1,1,1,1,1,0.18,4,1,Italy
52,MUNI-ARIMA,inc hosp,1,IT,1.25,0.91,0.91,0.75,1,0.22,4,1,Italy
52,EuroCOVIDhub-baseline,inc hosp,1,LV,1,1,1,0.6,1,-0.08,5,1,Latvia
52,EuroCOVIDhub-ensemble,inc hosp,1,LV,0.97,0.92,0.91,0.25,1,-0.35,4,1,Latvia
52,MUNI-ARIMA,inc hosp,1,LV,1.09,0.95,0.97,0.6,1,-0.28,5,1,Latvia
52,epiforecasts-tsensemble,inc hosp,1,LV,0.96,0.95,0.94,0,0.75,-0.38,4,1,Latvia
52,EuroCOVIDhub-baseline,inc hosp,2,LV,1,1,1,1,1,-0.22,4,1,Latvia
52,MUNI-ARIMA,inc hosp,2,LV,1.04,0.78,0.78,0.75,1,-0.17,4,1,Latvia
52,EuroCOVIDhub-baseline,inc hosp,1,MT,1,1,1,0.8,1,0.18,5,1,Malta
52,EuroCOVIDhub-ensemble,inc hosp,1,MT,1.24,0.93,0.92,0.75,1,0.12,4,1,Malta
52,MUNI-ARIMA,inc hosp,1,MT,0.77,0.86,0.87,0.8,1,0.04,5,1,Malta
52,epiforecasts-tsensemble,inc hosp,1,MT,1.48,1.08,1.08,0.5,1,0.05,4,1,Malta
52,EuroCOVIDhub-baseline,inc hosp,2,MT,1,1,1,0.75,1,0.07,4,1,Malta
52,MUNI-ARIMA,inc hosp,2,MT,0.83,0.88,0.88,1,1,0.05,4,1,Malta
52,EuroCOVIDhub-baseline,inc hosp,1,SK,1,1,1,0.75,1,-0.32,4,1,Slovakia
52,MUNI-ARIMA,inc hosp,1,SK,0.36,0.84,0.84,1,1,0.07,4,1,Slovakia
52,EuroCOVIDhub-baseline,inc hosp,1,CZ,NA,NA,NA,1,1,-0.03,4,1,Czechia
52,EuroCOVIDhub-baseline,inc hosp,1,NL,NA,NA,NA,0,0.6,-0.18,5,1,Netherlands
52,EuroCOVIDhub-baseline,inc hosp,2,BE,NA,NA,NA,0.25,1,-0.32,4,1,Belgium
52,EuroCOVIDhub-baseline,inc hosp,2,DK,NA,NA,NA,0.25,1,-0.75,4,1,Denmark
52,EuroCOVIDhub-baseline,inc hosp,2,ES,NA,NA,NA,1,1,-0.22,4,1,Spain
52,EuroCOVIDhub-baseline,inc hosp,2,NL,NA,NA,NA,0.25,0.5,-0.35,4,1,Netherlands
